Link,Cidade,Nome,Nota,Avaliação,Quantidade Avaliações,Informações,Preço
https://www.booking.com/hotel/br/espaco-wunder-platz.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-663019&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=47&sr_order=popularity&srpvid=2bf15994fed10586&srepoch=1743079469&all_sr_blocks=927807701_364658772_4_0_0&highlighted_blocks=927807701_364658772_4_0_0&matching_block_id=927807701_364658772_4_0_0&sr_pri_blocks=927807701_364658772_4_0_0__59400&from=searchresults,Pomerode,Casa Wunder Platz,"9,8",,66.0,"Você pode ter direito a um desconto Genius em Casa Wunder Platz. Para verificar se um desconto Genius está disponível para as datas selecionadas, faça login.

Os descontos Genius nesta acomodação estão sujeitos às datas da reserva, datas da estadia e às outras ofertas disponíveis.

Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

Casa Wunder Platz oferece acomodação com piscina ao ar livre e Wi-Fi grátis. Vila Germânica fica a cerca de 32 km de distância. A acomodação conta com jardim e estacionamento privativo grátis. Rodoviária de Blumenau está a 30 km de distância.

Esta casa de temporada com ar-condicionado conta com 1 quarto, uma sala de estar, uma cozinha completa com geladeira, além de 1 banheiro com chuveiro e secador de cabelo. Você terá à sua disposição TV de tela plana.

Casa Wunder Platz fica a 32 km de Museu da Água e a 33 km de Teatro Carlos Gomes. O Aeroporto de Aeroporto Internacional de Navegantes fica a 78 km da acomodação.

Casais particularmente gostam da localização — eles deram nota 10,0 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$594
https://www.booking.com/hotel/br/casa-exclusiva-para-locacao.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-663019&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=48&sr_order=popularity&srpvid=2bf15994fed10586&srepoch=1743079469&all_sr_blocks=529526901_331260752_7_0_0&highlighted_blocks=529526901_331260752_7_0_0&matching_block_id=529526901_331260752_7_0_0&sr_pri_blocks=529526901_331260752_7_0_0__139800&from=searchresults,Pomerode,Casa 3 quartos reformada em dezembro de 2024,"9,8",,43.0,"Você pode ter direito a um desconto Genius em Casa 3 quartos reformada em dezembro de 2024. Para verificar se um desconto Genius está disponível para as datas selecionadas, faça login.

Os descontos Genius nesta acomodação estão sujeitos às datas da reserva, datas da estadia e às outras ofertas disponíveis.

Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

Com vista para o jardim, Casa 3 quartos reformada em dezembro de 2024 oferece acomodação com varanda e chaleira. Vila Germânica fica a cerca de 26 km de distância. A acomodação fornece jardim e estacionamento privativo grátis. Rodoviária de Blumenau fica a 25 km de distância.

Esta casa de temporada com ar-condicionado conta com 3 quartos, uma sala de estar, uma cozinha completa com geladeira, além de cafeteira e 3 banheiros com chuveiro e secador de cabelo. A casa de temporada oferece toalhas e roupa de cama.

Casa 3 quartos reformada em dezembro de 2024 fica a 27 km de Museu da Água e a 27 km de Teatro Carlos Gomes. O Aeroporto de Aeroporto Internacional de Navegantes fica a 73 km de distância.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$1.398
https://www.booking.com/hotel/br/pousada-tia-zane-pomerode.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-663019&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=49&sr_order=popularity&srpvid=2bf15994fed10586&srepoch=1743079469&all_sr_blocks=1147552903_387592127_3_1_0&highlighted_blocks=1147552903_387592127_3_1_0&matching_block_id=1147552903_387592127_3_1_0&sr_pri_blocks=1147552903_387592127_3_1_0__80000&from=searchresults,Pomerode,Pousada Tia Zane,"8,4",Muito bom,18.0,"Pousada Tia Zane conta com acomodação com piscina ao ar livre, estacionamento privativo grátis, jardim e lounge compartilhado em Pomerode. Rodoviária de Blumenau fica a 33 km de distância. Com terraço, esta casa de hóspedes tem quartos com ar-condicionado, Wi-Fi grátis e banheiro privativo. Esta acomodação para não fumantes está a 35 km de Vila Germânica.

Nesta casa de hóspedes, os quartos incluem roupa de cama e toalhas.

Em Pousada Tia Zane, você pode tomar um café da manhã à la carte.

Pousada Tia Zane conta com churrasqueira.

Pousada Tia Zane fica a 35 km de Museu da Água e a 36 km de Teatro Carlos Gomes. O Aeroporto de Aeroporto Internacional de Navegantes fica a 81 km da acomodação.

Casais particularmente gostam da localização — eles deram nota 8,2 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$800
https://www.booking.com/hotel/br/casa-aconchego-ii.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-663019&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=50&sr_order=popularity&srpvid=2bf15994fed10586&srepoch=1743079469&all_sr_blocks=807092201_352861845_4_0_0&highlighted_blocks=807092201_352861845_4_0_0&matching_block_id=807092201_352861845_4_0_0&sr_pri_blocks=807092201_352861845_4_0_0__89000&from=searchresults,Pomerode,Aconchego do Harry Potter,"9,7",,51.0,"Você pode ter direito a um desconto Genius em Aconchego do Harry Potter. Para verificar se um desconto Genius está disponível para as datas selecionadas, faça login.

Os descontos Genius nesta acomodação estão sujeitos às datas da reserva, datas da estadia e às outras ofertas disponíveis.

Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

Em Pomerode, Aconchego do Harry Potter fornece acomodação com jardim, Wi-Fi grátis, uma cozinha compartilhada e um lounge compartilhado. Rodoviária de Blumenau fica a 25 km de distância. Esta acomodação oferece acesso a uma varanda e estacionamento privativo grátis.

Esta casa de temporada com ar-condicionado conta com 2 quartos, uma sala de estar, uma cozinha completa com geladeira, além de chaleira e 1 banheiro com chuveiro e secador de cabelo. A casa de temporada oferece toalhas e roupa de cama.

Aconchego do Harry Potter fica a 27 km de Vila Germânica e a 27 km de Museu da Água. O Aeroporto Internacional de Navegantes fica a 73 km de distância e a acomodação oferece serviço de transfer (aeroporto) a um custo adicional.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$890
https://www.booking.com/hotel/br/village-du-lac-pomerode.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-663019&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=51&sr_order=popularity&srpvid=2bf15994fed10586&srepoch=1743079470&all_sr_blocks=1089536802_400614892_0_1_0&highlighted_blocks=1089536802_400614892_0_1_0&matching_block_id=1089536802_400614892_0_1_0&sr_pri_blocks=1089536802_400614892_0_1_0__209639&from=searchresults,Pomerode,Village Du Lac Hotel,"9,0",Fantástico,64.0,"Village Du Lac Hotel fornece acomodação com piscina ao ar livre, estacionamento privativo grátis e jardim em Pomerode. Rodoviária de Blumenau fica a 24 km de distância. As comodidades desta acomodação incluem espaço kids e uma recepção 24 horas, além de Wi-Fi grátis em toda a propriedade. Esta acomodação para não fumantes fica a 25 km de Vila Germânica.

O hotel oferece a você quartos com ar-condicionado, mesa de trabalho, chaleira, frigobar, cofre, TV de tela plana e banheiro privativo com chuveiro. Neste hotel, cada quarto tem roupa de cama e toalhas.

Em Village Du Lac Hotel, você pode tomar um café da manhã em estilo buffet.

Village Du Lac Hotel fica a 25 km de Museu da Água e a 26 km de Teatro Carlos Gomes. O Aeroporto de Aeroporto Internacional de Navegantes fica a 71 km de distância.

Casais particularmente gostam da localização — eles deram nota 9,1 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$2.096
https://www.booking.com/hotel/br/apto-novo-no-centro.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-663019&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=52&sr_order=popularity&srpvid=2bf15994fed10586&srepoch=1743079470&all_sr_blocks=1041359601_376570145_4_0_0&highlighted_blocks=1041359601_376570145_4_0_0&matching_block_id=1041359601_376570145_4_0_0&sr_pri_blocks=1041359601_376570145_4_0_0__62700&from=searchresults,Pomerode,Apto novo no centro,"9,9",,33.0,"Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

Apto novo no centro fornece acomodação em Pomerode. Rodoviária de Blumenau fica a 25 km de distância, Vila Germânica fica a 26 km e Museu da Água fica a 26 km. Esta acomodação oferece Wi-Fi grátis, estacionamento privativo grátis e acesso a uma varanda.

Este apartamento com ar-condicionado tem 2 quartos separados, uma sala de estar, uma cozinhacompleta com forno e micro-ondas, além de 2 banheiros. O apartamento oferece toalhas e roupa de cama.

Apto novo no centro fica a 27 km de Teatro Carlos Gomes e a 28 km de Catedral São Paulo Apóstolo. O Aeroporto de Aeroporto Internacional de Navegantes fica a 72 km de distância.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$627
https://www.booking.com/hotel/br/kiebitz-haus.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-663019&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=53&sr_order=popularity&srpvid=2bf15994fed10586&srepoch=1743079470&all_sr_blocks=1271439901_399914518_3_0_0&highlighted_blocks=1271439901_399914518_3_0_0&matching_block_id=1271439901_399914518_3_0_0&sr_pri_blocks=1271439901_399914518_3_0_0__38700&from=searchresults,Pomerode,Kiebitz Haus,"9,4",Fantástico,49.0,"Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são precisas.

Com vista para o jardim, Kiebitz Haus conta com acomodação com jardim e varanda térrea. Vila Germânica fica a cerca de 35 km de distância. Nesta acomodação com ar-condicionado, você contará com Wi-Fi grátis e estacionamento privativo disponível no local. Rodoviária de Blumenau fica a 34 km de distância.

O chalé tem 1 quarto, 1 banheiro, roupa de cama, toalhas, TV de tela plana, cozinha compacta completa e varanda com vista para a montanha.

Kiebitz Haus fica a 35 km de Museu da Água e a 36 km de Teatro Carlos Gomes.

Casais particularmente gostam da localização — eles deram nota 9,8 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$387
https://www.booking.com/hotel/br/loft-num-espaco-tranquilo-na-rota-do-enxaimel.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-663019&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=54&sr_order=popularity&srpvid=2bf15994fed10586&srepoch=1743079470&all_sr_blocks=956343801_368281683_5_0_0&highlighted_blocks=956343801_368281683_5_0_0&matching_block_id=956343801_368281683_5_0_0&sr_pri_blocks=956343801_368281683_5_0_0__41400&from=searchresults,Pomerode,Loft com linda vista na Rota do Enxaimel,"9,5",,129.0,"Você pode ter direito a um desconto Genius em Loft com linda vista na Rota do Enxaimel. Para verificar se um desconto Genius está disponível para as datas selecionadas, faça login.

Os descontos Genius nesta acomodação estão sujeitos às datas da reserva, datas da estadia e às outras ofertas disponíveis.

Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

Com acomodação com ar-condicionado e varanda, Loft com linda vista na Rota do Enxaimel fica em Pomerode. A acomodação conta com jardim e estacionamento privativo grátis. Rodoviária de Blumenau está a 39 km de distância.

Esta casa de temporada com terraço e vista para a montanha tem 1 quarto, sala de estar, TV de tela plana, cozinha com geladeira e forno, além de 1 banheiro com chuveiro. A casa de temporada oferece toalhas e roupa de cama.

Loft com linda vista na Rota do Enxaimel fica a 40 km de Vila Germânica e a 41 km de Museu da Água. O Aeroporto de Aeroporto de Joinville fica a 78 km da acomodação.

Casais particularmente gostam da localização — eles deram nota 8,5 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$414
https://www.booking.com/hotel/br/no-jardim.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-663019&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=55&sr_order=popularity&srpvid=2bf15994fed10586&srepoch=1743079470&all_sr_blocks=1324666701_405102315_2_0_0&highlighted_blocks=1324666701_405102315_2_0_0&matching_block_id=1324666701_405102315_2_0_0&sr_pri_blocks=1324666701_405102315_2_0_0__52200&from=searchresults,Pomerode,No jardim,"9,5",,19.0,"Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

Em Pomerode, No jardim oferece acomodação com vista para o jardim, Wi-Fi grátis e estacionamento privativo grátis. Rodoviária de Blumenau fica a apenas 28 km de distância. Este apartamento fica a 30 km de Teatro Carlos Gomes e a 31 km de Catedral São Paulo Apóstolo.

O apartamento tem 1 quarto, cozinha completa e 1 banheiro.

No jardim fica a 29 km de Vila Germânica e a 29 km de Museu da Água. O Aeroporto de Aeroporto Internacional de Navegantes fica a 75 km da acomodação.

Casais particularmente gostam da localização — eles deram nota 9,4 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$522
https://www.booking.com/hotel/br/casatua.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-663019&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=56&sr_order=popularity&srpvid=2bf15994fed10586&srepoch=1743079470&all_sr_blocks=887909201_358406255_5_0_0&highlighted_blocks=887909201_358406255_5_0_0&matching_block_id=887909201_358406255_5_0_0&sr_pri_blocks=887909201_358406255_5_0_0__64800&from=searchresults,Pomerode,Casatua,"9,7",,184.0,"Você pode ter direito a um desconto Genius em Casatua. Para verificar se um desconto Genius está disponível para as datas selecionadas, faça login.

Os descontos Genius nesta acomodação estão sujeitos às datas da reserva, datas da estadia e às outras ofertas disponíveis.

Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

Com terraço ao ar livre e uma recepção 24 horas, Casatua fica em Pomerode. Vila Germânica está a 30 km de distância e Museu da Água está a 31 km. A acomodação fornece jardim e estacionamento privativo grátis. Rodoviária de Blumenau fica a 29 km de distância.

Esta casa de temporada com ar-condicionado conta com 2 quartos, uma sala de estar, uma cozinha completa com geladeira, além de cafeteira e 2 banheiros com chuveiro e secador de cabelo. A casa de temporada oferece toalhas e roupa de cama.

Casatua fica a 31 km de Teatro Carlos Gomes e a 32 km de Catedral São Paulo Apóstolo. O Aeroporto de Aeroporto Internacional de Navegantes fica a 77 km de distância.

Casais particularmente gostam da localização — eles deram nota 9,7 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$648
https://www.booking.com/hotel/br/chale-villa-felicita-italia.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-663019&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=57&sr_order=popularity&srpvid=2bf15994fed10586&srepoch=1743079470&all_sr_blocks=1128371001_392980581_0_0_0&highlighted_blocks=1128371001_392980581_0_0_0&matching_block_id=1128371001_392980581_0_0_0&sr_pri_blocks=1128371001_392980581_0_0_0__162000&from=searchresults,Pomerode,Chalé Villa Felicitá (Itália),"9,6",,24.0,"Com vista para a montanha, Chalé Villa Felicitá (Itália) oferece acomodação em Pomerode. Vila Germânica fica a 34 km de distância e Museu da Água fica a 34 km. A acomodação fornece jardim e estacionamento privativo grátis. Rodoviária de Blumenau fica a 32 km de distância.

Este chalé com ar-condicionado conta com 1 quarto, uma sala de estar, uma cozinha completa com geladeira, além de chaleira e 2 banheiros com chuveiro e produtos de banho de cortesia. O chalé oferece toalhas e roupa de cama.

Chalé Villa Felicitá (Itália) fica a 35 km de Teatro Carlos Gomes e a 35 km de Catedral São Paulo Apóstolo. O Aeroporto de Aeroporto Internacional de Navegantes fica a 80 km de distância.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$1.620
https://www.booking.com/hotel/br/recanto-grunland.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-663019&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=58&sr_order=popularity&srpvid=2bf15994fed10586&srepoch=1743079470&all_sr_blocks=901027201_360896364_4_0_0&highlighted_blocks=901027201_360896364_4_0_0&matching_block_id=901027201_360896364_4_0_0&sr_pri_blocks=901027201_360896364_4_0_0__63000&from=searchresults,Pomerode,"Recanto Área Verde, tradição e cultura alemã","9,8",,78.0,"Você pode ter direito a um desconto Genius em Recanto Área Verde, tradição e cultura alemã. Para verificar se um desconto Genius está disponível para as datas selecionadas, faça login.

Os descontos Genius nesta acomodação estão sujeitos às datas da reserva, datas da estadia e às outras ofertas disponíveis.

Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

Com piscina ao ar livre e vista para o jardim, Recanto Área Verde, tradição e cultura alemã está em Pomerode. Rodoviária de Blumenau fica a 30 km de distância e Vila Germânica fica a 32 km. Esta casa de temporada tem jardim, churrasqueira, Wi-Fi grátis e estacionamento privativo grátis.

Esta casa de temporada com ar-condicionado conta com 1 quarto, uma sala de estar, uma cozinha compacta completa com geladeira, além de chaleira e 1 banheiro com chuveiro e produtos de banho de cortesia. Você terá à sua disposição TV de tela plana.

Recanto Área Verde, tradição e cultura alemã fica a 32 km de Museu da Água e a 33 km de Teatro Carlos Gomes. O Aeroporto de Aeroporto Internacional de Navegantes fica a 78 km da acomodação.

Casais particularmente gostam da localização — eles deram nota 9,1 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$630
https://www.booking.com/hotel/br/omi-haus.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-663019&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=59&sr_order=popularity&srpvid=2bf15994fed10586&srepoch=1743079470&all_sr_blocks=1083973901_381305595_2_0_0&highlighted_blocks=1083973901_381305595_2_0_0&matching_block_id=1083973901_381305595_2_0_0&sr_pri_blocks=1083973901_381305595_2_0_0__49680&from=searchresults,Pomerode,Omi Haus,"9,2",Fantástico,34.0,"Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

Omi Haus conta com acomodação com varanda e Wi-Fi grátis em Pomerode. Vila Germânica fica a 37 km de distância, Museu da Água fica a 37 km e Teatro Carlos Gomes fica a 38 km. A acomodação oferece jardim e estacionamento privativo grátis. Rodoviária de Blumenau fica a 35 km de distância.

Este apartamento com ar-condicionado conta com 2 quartos, uma sala de estar, uma cozinha completa com geladeira, além de chaleira e 1 banheiro com chuveiro e secador de cabelo. O apartamento oferece toalhas e roupa de cama.

Omi Haus fica a 38 km de Catedral São Paulo Apóstolo e a 38 km de Castelo da Havan. O Aeroporto de Aeroporto de Joinville fica a 79 km de distância.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$497
https://www.booking.com/hotel/br/suite-familia-a.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-663019&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=60&sr_order=popularity&srpvid=2bf15994fed10586&srepoch=1743079470&all_sr_blocks=1259055201_398489871_2_0_0&highlighted_blocks=1259055201_398489871_2_0_0&matching_block_id=1259055201_398489871_2_0_0&sr_pri_blocks=1259055201_398489871_2_0_0__56700&from=searchresults,Pomerode,Suite Familia A1,"9,8",,19.0,"Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

Em Pomerode, Suite Familia A1 oferece acomodação com comodidades como Wi-Fi grátis e TV de tela plana. Vila Germânica fica a 30 km de distância e Museu da Água fica a 30 km. A acomodação oferece jardim e estacionamento privativo grátis. Rodoviária de Blumenau está a 28 km de distância.

Com acesso para uma varanda com vista para o jardim, o apartamento com ar-condicionado tem 1 quarto e uma cozinha compacta completa. O apartamento oferece toalhas e roupa de cama.

Suite Familia A1 conta com um terraço ao ar livre.

Suite Familia A1 fica a 31 km de Teatro Carlos Gomes e a 31 km de Catedral São Paulo Apóstolo.

Casais particularmente gostam da localização — eles deram nota 9,1 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$567
https://www.booking.com/hotel/br/recanto-do-vale-pomerode.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-663019&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=61&sr_order=popularity&srpvid=2bf15994fed10586&srepoch=1743079470&all_sr_blocks=649262201_361444747_2_0_0&highlighted_blocks=649262201_361444747_2_0_0&matching_block_id=649262201_361444747_2_0_0&sr_pri_blocks=649262201_361444747_2_0_0__67500&from=searchresults,Pomerode,Recanto do Vale,"8,9",Fabuloso,85.0,"Recanto do Vale fica em Pomerode, Santa Catarina, a 13 km de Rodoviária de Blumenau, e oferece acomodações com Wi-Fi grátis, churrasqueira, um jardim e estacionamento privativo grátis.

Há um banheiro privativo totalmente equipado com chuveiro e secador de cabelo.

Recanto do Vale oferece uma banheira de hidromassagem.

Se você quiser conhecer a região, é possível fazer trilhas, praticar canoagem e andar de bicicleta nos arredores.

Recanto do Vale fica a 15 km de Museu da Água e a 15 km de Vila Germânica. O Aeroporto de Aeroporto Internacional de Navegantes fica a 61 km de distância.

Casais particularmente gostam da localização — eles deram nota 8,5 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$675
